ORDEN,NOMBRE REGION,CÓDIGO REGION,NOMBRE PROVINCIA,CODIGO PROVINCIA,EDAD,TOTAL POBLACIÓN EFECTIVAMENTE CENSADA,HOMBRES ,MUJERES,TOTAL ÁREA URBANA,HOMBRES ÁREA URBANA ,MUJERES ÁREA URBANA,TOTAL ÁREA RURAL,HOMBRES ÁREA RURAL,MUJERES ÁREA RURAL
1.527,VALPARAÍSO,5,VALPARAÍSO,51,98,99,24,75,96,23,73,3,1,2
1.528,VALPARAÍSO,5,VALPARAÍSO,51,99,82,17,65,81,17,64,1,0,1
1.529,VALPARAÍSO,5,VALPARAÍSO,51,100 o más,233,62,171,227,60,167,6,2,4
1.53,VALPARAÍSO,5,ISLA DE PASCUA,52,Total Provincia,7.75,3.819,3.931,7.322,3.594,3.728,428,225,203
1.531,VALPARAÍSO,5,ISLA DE PASCUA,52,0,92,47,45,86,44,42,6,3,3
1.532,VALPARAÍSO,5,ISLA DE PASCUA,52,1,122,59,63,113,53,60,9,6,3
1.533,VALPARAÍSO,5,ISLA DE PASCUA,52,2,133,70,63,125,66,59,8,4,4
1.534,VALPARAÍSO,5,ISLA DE PASCUA,52,3,107,44,63,100,40,60,7,4,3
1.535,VALPARAÍSO,5,ISLA DE PASCUA,52,4,105,52,53,97,51,46,8,1,7
1.536,VALPARAÍSO,5,ISLA DE PASCUA,52,5,112,58,54,94,47,47,18,11,7
1.537,VALPARAÍSO,5,ISLA DE PASCUA,52,6,88,46,42,85,44,41,3,2,1
1.538,VALPARAÍSO,5,ISLA DE PASCUA,52,7,125,62,63,115,56,59,10,6,4
1.539,VALPARAÍSO,5,ISLA DE PASCUA,52,8,124,62,62,116,56,60,8,6,2
1.54,VALPARAÍSO,5,ISLA DE PASCUA,52,9,131,67,64,127,66,61,4,1,3
1.541,VALPARAÍSO,5,ISLA DE PASCUA,52,10,109,48,61,100,44,56,9,4,5
1.542,VALPARAÍSO,5,ISLA DE PASCUA,52,11,88,48,40,85,47,38,3,1,2
1.543,VALPARAÍSO,5,ISLA DE PASCUA,52,12,108,71,37,102,65,37,6,6,0
1.544,VALPARAÍSO,5,ISLA DE PASCUA,52,13,102,50,52,98,49,49,4,1,3
1.545,VALPARAÍSO,5,ISLA DE PASCUA,52,14,96,43,53,84,38,46,12,5,7
1.546,VALPARAÍSO,5,ISLA DE PASCUA,52,15,117,64,53,110,61,49,7,3,4
1.547,VALPARAÍSO,5,ISLA DE PASCUA,52,16,86,49,37,86,49,37,0,0,0
1.548,VALPARAÍSO,5,ISLA DE PASCUA,52,17,84,48,36,77,43,34,7,5,2
1.549,VALPARAÍSO,5,ISLA DE PASCUA,52,18,58,30,28,55,28,27,3,2,1
1.55,VALPARAÍSO,5,ISLA DE PASCUA,52,19,77,44,33,76,43,33,1,1,0
1.551,VALPARAÍSO,5,ISLA DE PASCUA,52,20,70,37,33,67,37,30,3,0,3
1.552,VALPARAÍSO,5,ISLA DE PASCUA,52,21,84,42,42,80,40,40,4,2,2
1.553,VALPARAÍSO,5,ISLA DE PASCUA,52,22,97,52,45,91,49,42,6,3,3
1.554,VALPARAÍSO,5,ISLA DE PASCUA,52,23,89,40,49,85,37,48,4,3,1
1.555,VALPARAÍSO,5,ISLA DE PASCUA,52,24,136,71,65,129,65,64,7,6,1
1.556,VALPARAÍSO,5,ISLA DE PASCUA,52,25,140,62,78,132,61,71,8,1,7
1.557,VALPARAÍSO,5,ISLA DE PASCUA,52,26,184,98,86,176,94,82,8,4,4
1.558,VALPARAÍSO,5,ISLA DE PASCUA,52,27,191,75,116,185,71,114,6,4,2
1.559,VALPARAÍSO,5,ISLA DE PASCUA,52,28,195,87,108,182,82,100,13,5,8
1.56,VALPARAÍSO,5,ISLA DE PASCUA,52,29,185,82,103,176,75,101,9,7,2
1.561,VALPARAÍSO,5,ISLA DE PASCUA,52,30,188,87,101,174,81,93,14,6,8
1.562,VALPARAÍSO,5,ISLA DE PASCUA,52,31,168,78,90,162,75,87,6,3,3
1.563,VALPARAÍSO,5,ISLA DE PASCUA,52,32,163,73,90,150,68,82,13,5,8
1.564,VALPARAÍSO,5,ISLA DE PASCUA,52,33,164,79,85,152,73,79,12,6,6
1.565,VALPARAÍSO,5,ISLA DE PASCUA,52,34,164,83,81,150,78,72,14,5,9
1.566,VALPARAÍSO,5,ISLA DE PASCUA,52,35,156,71,85,143,66,77,13,5,8
1.567,VALPARAÍSO,5,ISLA DE PASCUA,52,36,144,74,70,132,67,65,12,7,5
1.568,VALPARAÍSO,5,ISLA DE PASCUA,52,37,133,58,75,123,53,70,10,5,5
1.569,VALPARAÍSO,5,ISLA DE PASCUA,52,38,134,76,58,123,67,56,11,9,2
1.57,VALPARAÍSO,5,ISLA DE PASCUA,52,39,121,61,60,112,55,57,9,6,3
1.571,VALPARAÍSO,5,ISLA DE PASCUA,52,40,132,63,69,126,61,65,6,2,4
1.572,VALPARAÍSO,5,ISLA DE PASCUA,52,41,124,63,61,120,59,61,4,4,0
1.573,VALPARAÍSO,5,ISLA DE PASCUA,52,42,138,69,69,127,66,61,11,3,8
1.574,VALPARAÍSO,5,ISLA DE PASCUA,52,43,114,63,51,110,60,50,4,3,1
1.575,VALPARAÍSO,5,ISLA DE PASCUA,52,44,111,50,61,110,49,61,1,1,0
1.576,VALPARAÍSO,5,ISLA DE PASCUA,52,45,111,51,60,108,49,59,3,2,1
1.577,VALPARAÍSO,5,ISLA DE PASCUA,52,46,95,61,34,84,56,28,11,5,6
1.578,VALPARAÍSO,5,ISLA DE PASCUA,52,47,92,46,46,86,43,43,6,3,3
1.579,VALPARAÍSO,5,ISLA DE PASCUA,52,48,90,34,56,87,33,54,3,1,2
1.58,VALPARAÍSO,5,ISLA DE PASCUA,52,49,98,50,48,93,47,46,5,3,2
1.581,VALPARAÍSO,5,ISLA DE PASCUA,52,50,100,55,45,98,55,43,2,0,2
1.582,VALPARAÍSO,5,ISLA DE PASCUA,52,51,112,62,50,109,59,50,3,3,0
1.583,VALPARAÍSO,5,ISLA DE PASCUA,52,52,90,41,49,87,38,49,3,3,0
1.584,VALPARAÍSO,5,ISLA DE PASCUA,52,53,93,53,40,89,51,38,4,2,2
1.585,VALPARAÍSO,5,ISLA DE PASCUA,52,54,105,40,65,100,38,62,5,2,3
1.586,VALPARAÍSO,5,ISLA DE PASCUA,52,55,78,41,37,77,40,37,1,1,0
1.587,VALPARAÍSO,5,ISLA DE PASCUA,52,56,88,43,45,85,41,44,3,2,1
1.588,VALPARAÍSO,5,ISLA DE PASCUA,52,57,63,34,29,62,33,29,1,1,0
1.589,VALPARAÍSO,5,ISLA DE PASCUA,52,58,69,33,36,67,32,35,2,1,1
1.59,VALPARAÍSO,5,ISLA DE PASCUA,52,59,79,30,49,73,28,45,6,2,4
1.591,VALPARAÍSO,5,ISLA DE PASCUA,52,60,78,42,36,74,41,33,4,1,3
1.592,VALPARAÍSO,5,ISLA DE PASCUA,52,61,67,31,36,65,29,36,2,2,0
1.593,VALPARAÍSO,5,ISLA DE PASCUA,52,62,69,27,42,66,25,41,3,2,1
1.594,VALPARAÍSO,5,ISLA DE PASCUA,52,63,61,34,27,60,33,27,1,1,0
1.595,VALPARAÍSO,5,ISLA DE PASCUA,52,64,48,26,22,47,25,22,1,1,0
1.596,VALPARAÍSO,5,ISLA DE PASCUA,52,65,47,23,24,44,21,23,3,2,1
1.597,VALPARAÍSO,5,ISLA DE PASCUA,52,66,54,32,22,53,32,21,1,0,1
1.598,VALPARAÍSO,5,ISLA DE PASCUA,52,67,43,21,22,43,21,22,0,0,0
1.599,VALPARAÍSO,5,ISLA DE PASCUA,52,68,40,11,29,38,10,28,2,1,1
1.6,VALPARAÍSO,5,ISLA DE PASCUA,52,69,42,26,16,40,24,16,2,2,0
1.601,VALPARAÍSO,5,ISLA DE PASCUA,52,70,36,16,20,34,15,19,2,1,1
1.602,VALPARAÍSO,5,ISLA DE PASCUA,52,71,26,18,8,24,16,8,2,2,0
1.603,VALPARAÍSO,5,ISLA DE PASCUA,52,72,27,16,11,27,16,11,0,0,0
1.604,VALPARAÍSO,5,ISLA DE PASCUA,52,73,19,6,13,16,5,11,3,1,2
1.605,VALPARAÍSO,5,ISLA DE PASCUA,52,74,23,12,11,23,12,11,0,0,0
1.606,VALPARAÍSO,5,ISLA DE PASCUA,52,75,17,10,7,17,10,7,0,0,0
1.607,VALPARAÍSO,5,ISLA DE PASCUA,52,76,16,7,9,16,7,9,0,0,0
1.608,VALPARAÍSO,5,ISLA DE PASCUA,52,77,11,5,6,11,5,6,0,0,0
1.609,VALPARAÍSO,5,ISLA DE PASCUA,52,78,10,4,6,10,4,6,0,0,0
1.61,VALPARAÍSO,5,ISLA DE PASCUA,52,79,12,7,5,12,7,5,0,0,0
1.611,VALPARAÍSO,5,ISLA DE PASCUA,52,80,10,5,5,10,5,5,0,0,0
1.612,VALPARAÍSO,5,ISLA DE PASCUA,52,81,6,0,6,6,0,6,0,0,0
1.613,VALPARAÍSO,5,ISLA DE PASCUA,52,82,4,1,3,4,1,3,0,0,0
1.614,VALPARAÍSO,5,ISLA DE PASCUA,52,83,10,4,6,9,4,5,1,0,1
1.615,VALPARAÍSO,5,ISLA DE PASCUA,52,84,3,2,1,3,2,1,0,0,0
1.616,VALPARAÍSO,5,ISLA DE PASCUA,52,85,4,1,3,4,1,3,0,0,0
1.617,VALPARAÍSO,5,ISLA DE PASCUA,52,86,4,0,4,3,0,3,1,0,1
1.618,VALPARAÍSO,5,ISLA DE PASCUA,52,87,4,1,3,4,1,3,0,0,0
1.619,VALPARAÍSO,5,ISLA DE PASCUA,52,88,3,0,3,3,0,3,0,0,0
1.62,VALPARAÍSO,5,ISLA DE PASCUA,52,89,0,0,0,0,0,0,0,0,0
1.621,VALPARAÍSO,5,ISLA DE PASCUA,52,90,1,0,1,1,0,1,0,0,0
1.622,VALPARAÍSO,5,ISLA DE PASCUA,52,91,2,0,2,2,0,2,0,0,0
1.623,VALPARAÍSO,5,ISLA DE PASCUA,52,92,0,0,0,0,0,0,0,0,0
1.624,VALPARAÍSO,5,ISLA DE PASCUA,52,93,0,0,0,0,0,0,0,0,0
1.625,VALPARAÍSO,5,ISLA DE PASCUA,52,94,0,0,0,0,0,0,0,0,0
1.626,VALPARAÍSO,5,ISLA DE PASCUA,52,95,0,0,0,0,0,0,0,0,0
1.627,VALPARAÍSO,5,ISLA DE PASCUA,52,96,1,1,0,0,0,0,1,1,0
1.628,VALPARAÍSO,5,ISLA DE PASCUA,52,97,0,0,0,0,0,0,0,0,0
1.629,VALPARAÍSO,5,ISLA DE PASCUA,52,98,0,0,0,0,0,0,0,0,0
1.63,VALPARAÍSO,5,ISLA DE PASCUA,52,99,0,0,0,0,0,0,0,0,0
1.631,VALPARAÍSO,5,ISLA DE PASCUA,52,100 o más,0,0,0,0,0,0,0,0,0
1.632,VALPARAÍSO,5,LOS ANDES,53,Total Provincia,110.602,55.054,55.548,91.145,44.364,46.781,19.457,10.69,8.767
1.633,VALPARAÍSO,5,LOS ANDES,53,0,1.352,696,656,1.152,594,558,200,102,98
1.634,VALPARAÍSO,5,LOS ANDES,53,1,1.625,831,794,1.394,710,684,231,121,110
1.635,VALPARAÍSO,5,LOS ANDES,53,2,1.66,827,833,1.424,706,718,236,121,115
1.636,VALPARAÍSO,5,LOS ANDES,53,3,1.536,776,760,1.338,681,657,198,95,103
1.637,VALPARAÍSO,5,LOS ANDES,53,4,1.553,743,810,1.303,626,677,250,117,133
1.638,VALPARAÍSO,5,LOS ANDES,53,5,1.654,866,788,1.391,725,666,263,141,122
1.639,VALPARAÍSO,5,LOS ANDES,53,6,1.67,890,780,1.405,757,648,265,133,132
1.64,VALPARAÍSO,5,LOS ANDES,53,7,1.596,791,805,1.348,671,677,248,120,128
1.641,VALPARAÍSO,5,LOS ANDES,53,8,1.576,812,764,1.33,685,645,246,127,119
1.642,VALPARAÍSO,5,LOS ANDES,53,9,1.515,737,778,1.28,619,661,235,118,117
1.643,VALPARAÍSO,5,LOS ANDES,53,10,1.433,754,679,1.199,636,563,234,118,116
1.644,VALPARAÍSO,5,LOS ANDES,53,11,1.521,751,770,1.302,656,646,219,95,124
1.645,VALPARAÍSO,5,LOS ANDES,53,12,1.458,718,740,1.222,598,624,236,120,116
1.646,VALPARAÍSO,5,LOS ANDES,53,13,1.432,724,708,1.199,616,583,233,108,125
1.647,VALPARAÍSO,5,LOS ANDES,53,14,1.519,796,723,1.305,682,623,214,114,100
1.648,VALPARAÍSO,5,LOS ANDES,53,15,1.509,754,755,1.261,623,638,248,131,117
1.649,VALPARAÍSO,5,LOS ANDES,53,16,1.603,829,774,1.351,690,661,252,139,113
1.65,VALPARAÍSO,5,LOS ANDES,53,17,1.709,909,800,1.442,770,672,267,139,128
1.651,VALPARAÍSO,5,LOS ANDES,53,18,1.598,911,687,1.333,766,567,265,145,120
1.652,VALPARAÍSO,5,LOS ANDES,53,19,1.418,778,640,1.189,654,535,229,124,105
1.653,VALPARAÍSO,5,LOS ANDES,53,20,1.384,734,650,1.138,599,539,246,135,111
1.654,VALPARAÍSO,5,LOS ANDES,53,21,1.506,770,736,1.255,632,623,251,138,113
1.655,VALPARAÍSO,5,LOS ANDES,53,22,1.477,745,732,1.208,601,607,269,144,125
1.656,VALPARAÍSO,5,LOS ANDES,53,23,1.549,752,797,1.316,633,683,233,119,114
1.657,VALPARAÍSO,5,LOS ANDES,53,24,1.612,843,769,1.345,695,650,267,148,119
1.658,VALPARAÍSO,5,LOS ANDES,53,25,1.59,796,794,1.302,631,671,288,165,123
1.659,VALPARAÍSO,5,LOS ANDES,53,26,1.689,865,824,1.37,689,681,319,176,143
1.66,VALPARAÍSO,5,LOS ANDES,53,27,1.817,938,879,1.48,742,738,337,196,141
1.661,VALPARAÍSO,5,LOS ANDES,53,28,1.797,938,859,1.474,741,733,323,197,126
1.662,VALPARAÍSO,5,LOS ANDES,53,29,1.718,877,841,1.427,688,739,291,189,102
1.663,VALPARAÍSO,5,LOS ANDES,53,30,1.59,816,774,1.328,657,671,262,159,103
1.664,VALPARAÍSO,5,LOS ANDES,53,31,1.642,816,826,1.383,667,716,259,149,110
1.665,VALPARAÍSO,5,LOS ANDES,53,32,1.503,746,757,1.262,609,653,241,137,104
1.666,VALPARAÍSO,5,LOS ANDES,53,33,1.444,700,744,1.222,572,650,222,128,94
1.667,VALPARAÍSO,5,LOS ANDES,53,34,1.653,828,825,1.369,655,714,284,173,111
1.668,VALPARAÍSO,5,LOS ANDES,53,35,1.656,835,821,1.379,667,712,277,168,109
1.669,VALPARAÍSO,5,LOS ANDES,53,36,1.675,870,805,1.375,695,680,300,175,125
1.67,VALPARAÍSO,5,LOS ANDES,53,37,1.582,798,784,1.298,639,659,284,159,125
1.671,VALPARAÍSO,5,LOS ANDES,53,38,1.529,772,757,1.236,592,644,293,180,113
1.672,VALPARAÍSO,5,LOS ANDES,53,39,1.511,764,747,1.228,603,625,283,161,122
1.673,VALPARAÍSO,5,LOS ANDES,53,40,1.502,754,748,1.24,590,650,262,164,98
1.674,VALPARAÍSO,5,LOS ANDES,53,41,1.5,738,762,1.223,578,645,277,160,117
1.675,VALPARAÍSO,5,LOS ANDES,53,42,1.546,774,772,1.248,593,655,298,181,117
1.676,VALPARAÍSO,5,LOS ANDES,53,43,1.574,812,762,1.304,675,629,270,137,133
1.677,VALPARAÍSO,5,LOS ANDES,53,44,1.524,781,743,1.265,616,649,259,165,94
1.678,VALPARAÍSO,5,LOS ANDES,53,45,1.46,717,743,1.194,558,636,266,159,107
1.679,VALPARAÍSO,5,LOS ANDES,53,46,1.571,755,816,1.267,598,669,304,157,147
1.68,VALPARAÍSO,5,LOS ANDES,53,47,1.402,690,712,1.109,523,586,293,167,126
1.681,VALPARAÍSO,5,LOS ANDES,53,48,1.486,715,771,1.193,544,649,293,171,122
1.682,VALPARAÍSO,5,LOS ANDES,53,49,1.532,704,828,1.198,530,668,334,174,160
1.683,VALPARAÍSO,5,LOS ANDES,53,50,1.486,736,750,1.177,571,606,309,165,144
1.684,VALPARAÍSO,5,LOS ANDES,53,51,1.501,740,761,1.157,545,612,344,195,149
1.685,VALPARAÍSO,5,LOS ANDES,53,52,1.473,709,764,1.15,531,619,323,178,145
1.686,VALPARAÍSO,5,LOS ANDES,53,53,1.516,775,741,1.163,566,597,353,209,144
1.687,VALPARAÍSO,5,LOS ANDES,53,54,1.583,774,809,1.249,589,660,334,185,149
1.688,VALPARAÍSO,5,LOS ANDES,53,55,1.477,741,736,1.142,555,587,335,186,149
1.689,VALPARAÍSO,5,LOS ANDES,53,56,1.337,666,671,1.074,520,554,263,146,117
1.69,VALPARAÍSO,5,LOS ANDES,53,57,1.305,621,684,1.035,472,563,270,149,121
1.691,VALPARAÍSO,5,LOS ANDES,53,58,1.303,604,699,1.037,453,584,266,151,115
1.692,VALPARAÍSO,5,LOS ANDES,53,59,1.151,561,590,913,426,487,238,135,103
1.693,VALPARAÍSO,5,LOS ANDES,53,60,1.258,589,669,1.041,476,565,217,113,104
1.694,VALPARAÍSO,5,LOS ANDES,53,61,1.096,532,564,894,420,474,202,112,90
1.695,VALPARAÍSO,5,LOS ANDES,53,62,1.067,509,558,880,410,470,187,99,88
1.696,VALPARAÍSO,5,LOS ANDES,53,63,1.012,471,541,834,369,465,178,102,76
1.697,VALPARAÍSO,5,LOS ANDES,53,64,1.008,489,519,835,388,447,173,101,72
1.698,VALPARAÍSO,5,LOS ANDES,53,65,969,488,481,788,387,401,181,101,80
1.699,VALPARAÍSO,5,LOS ANDES,53,66,883,457,426,740,367,373,143,90,53
1.7,VALPARAÍSO,5,LOS ANDES,53,67,873,456,417,724,367,357,149,89,60
1.701,VALPARAÍSO,5,LOS ANDES,53,68,809,381,428,668,309,359,141,72,69
1.702,VALPARAÍSO,5,LOS ANDES,53,69,797,359,438,655,282,373,142,77,65
1.703,VALPARAÍSO,5,LOS ANDES,53,70,791,391,400,660,311,349,131,80,51
1.704,VALPARAÍSO,5,LOS ANDES,53,71,733,353,380,616,301,315,117,52,65
1.705,VALPARAÍSO,5,LOS ANDES,53,72,714,353,361,598,293,305,116,60,56
1.706,VALPARAÍSO,5,LOS ANDES,53,73,655,317,338,532,255,277,123,62,61
1.707,VALPARAÍSO,5,LOS ANDES,53,74,599,288,311,479,216,263,120,72,48
1.708,VALPARAÍSO,5,LOS ANDES,53,75,574,270,304,483,220,263,91,50,41
1.709,VALPARAÍSO,5,LOS ANDES,53,76,492,206,286,399,171,228,93,35,58
1.71,VALPARAÍSO,5,LOS ANDES,53,77,434,188,246,346,141,205,88,47,41
1.711,VALPARAÍSO,5,LOS ANDES,53,78,384,177,207,306,139,167,78,38,40
1.712,VALPARAÍSO,5,LOS ANDES,53,79,378,166,212,304,133,171,74,33,41
1.713,VALPARAÍSO,5,LOS ANDES,53,80,356,140,216,287,112,175,69,28,41
1.714,VALPARAÍSO,5,LOS ANDES,53,81,316,136,180,263,110,153,53,26,27
1.715,VALPARAÍSO,5,LOS ANDES,53,82,296,109,187,234,75,159,62,34,28
1.716,VALPARAÍSO,5,LOS ANDES,53,83,278,124,154,235,105,130,43,19,24
1.717,VALPARAÍSO,5,LOS ANDES,53,84,262,97,165,213,70,143,49,27,22
1.718,VALPARAÍSO,5,LOS ANDES,53,85,244,99,145,205,81,124,39,18,21
1.719,VALPARAÍSO,5,LOS ANDES,53,86,227,87,140,188,67,121,39,20,19
1.72,VALPARAÍSO,5,LOS ANDES,53,87,199,80,119,163,60,103,36,20,16
1.721,VALPARAÍSO,5,LOS ANDES,53,88,162,66,96,139,56,83,23,10,13
1.722,VALPARAÍSO,5,LOS ANDES,53,89,158,48,110,127,39,88,31,9,22
1.723,VALPARAÍSO,5,LOS ANDES,53,90,95,34,61,79,27,52,16,7,9
1.724,VALPARAÍSO,5,LOS ANDES,53,91,76,25,51,63,18,45,13,7,6
1.725,VALPARAÍSO,5,LOS ANDES,53,92,69,25,44,51,18,33,18,7,11
1.726,VALPARAÍSO,5,LOS ANDES,53,93,47,20,27,37,16,21,10,4,6
1.727,VALPARAÍSO,5,LOS ANDES,53,94,46,13,33,41,10,31,5,3,2
1.728,VALPARAÍSO,5,LOS ANDES,53,95,44,6,38,38,6,32,6,0,6
1.729,VALPARAÍSO,5,LOS ANDES,53,96,25,9,16,24,8,16,1,1,0
1.73,VALPARAÍSO,5,LOS ANDES,53,97,19,6,13,16,3,13,3,3,0
1.731,VALPARAÍSO,5,LOS ANDES,53,98,14,5,9,9,2,7,5,3,2
1.732,VALPARAÍSO,5,LOS ANDES,53,99,11,4,7,10,3,7,1,1,0
1.733,VALPARAÍSO,5,LOS ANDES,53,100 o más,42,18,24,40,18,22,2,0,2
1.734,VALPARAÍSO,5,PETORCA,54,Total Provincia,78.299,38.741,39.558,52.712,25.479,27.233,25.587,13.262,12.325
1.735,VALPARAÍSO,5,PETORCA,54,0,915,443,472,643,310,333,272,133,139
1.736,VALPARAÍSO,5,PETORCA,54,1,1.042,516,526,736,372,364,306,144,162
1.737,VALPARAÍSO,5,PETORCA,54,2,1.078,549,529,770,402,368,308,147,161
1.738,VALPARAÍSO,5,PETORCA,54,3,1.035,512,523,740,358,382,295,154,141
1.739,VALPARAÍSO,5,PETORCA,54,4,1.093,551,542,766,371,395,327,180,147
1.74,VALPARAÍSO,5,PETORCA,54,5,1.048,553,495,760,397,363,288,156,132
1.741,VALPARAÍSO,5,PETORCA,54,6,1.051,538,513,741,384,357,310,154,156
1.742,VALPARAÍSO,5,PETORCA,54,7,1.1,558,542,744,375,369,356,183,173
1.743,VALPARAÍSO,5,PETORCA,54,8,1.086,557,529,761,388,373,325,169,156
1.744,VALPARAÍSO,5,PETORCA,54,9,1.098,571,527,754,400,354,344,171,173
1.745,VALPARAÍSO,5,PETORCA,54,10,1.035,513,522,706,352,354,329,161,168
1.746,VALPARAÍSO,5,PETORCA,54,11,1.04,530,510,709,358,351,331,172,159
1.747,VALPARAÍSO,5,PETORCA,54,12,1.051,528,523,723,360,363,328,168,160
1.748,VALPARAÍSO,5,PETORCA,54,13,1.016,514,502,698,344,354,318,170,148
1.749,VALPARAÍSO,5,PETORCA,54,14,1.058,524,534,722,337,385,336,187,149
1.75,VALPARAÍSO,5,PETORCA,54,15,1.127,589,538,791,415,376,336,174,162
1.751,VALPARAÍSO,5,PETORCA,54,16,1.144,592,552,771,396,375,373,196,177
1.752,VALPARAÍSO,5,PETORCA,54,17,1.173,597,576,768,390,378,405,207,198
1.753,VALPARAÍSO,5,PETORCA,54,18,1.07,621,449,589,320,269,481,301,180
1.754,VALPARAÍSO,5,PETORCA,54,19,799,427,372,508,246,262,291,181,110
1.755,VALPARAÍSO,5,PETORCA,54,20,873,436,437,585,281,304,288,155,133
1.756,VALPARAÍSO,5,PETORCA,54,21,835,443,392,572,304,268,263,139,124
1.757,VALPARAÍSO,5,PETORCA,54,22,979,501,478,682,349,333,297,152,145
1.758,VALPARAÍSO,5,PETORCA,54,23,1.04,502,538,727,344,383,313,158,155
1.759,VALPARAÍSO,5,PETORCA,54,24,1.065,549,516,735,382,353,330,167,163
1.76,VALPARAÍSO,5,PETORCA,54,25,1.122,545,577,766,359,407,356,186,170
1.761,VALPARAÍSO,5,PETORCA,54,26,1.245,610,635,854,408,446,391,202,189
1.762,VALPARAÍSO,5,PETORCA,54,27,1.156,560,596,797,391,406,359,169,190
1.763,VALPARAÍSO,5,PETORCA,54,28,1.193,577,616,818,386,432,375,191,184
1.764,VALPARAÍSO,5,PETORCA,54,29,1.105,550,555,795,395,400,310,155,155
1.765,VALPARAÍSO,5,PETORCA,54,30,1.082,554,528,741,371,370,341,183,158
1.766,VALPARAÍSO,5,PETORCA,54,31,1.085,510,575,767,356,411,318,154,164
1.767,VALPARAÍSO,5,PETORCA,54,32,1.048,480,568,743,338,405,305,142,163
1.768,VALPARAÍSO,5,PETORCA,54,33,1.097,514,583,756,347,409,341,167,174
1.769,VALPARAÍSO,5,PETORCA,54,34,1.057,510,547,739,344,395,318,166,152
1.77,VALPARAÍSO,5,PETORCA,54,35,1.104,557,547,747,383,364,357,174,183
1.771,VALPARAÍSO,5,PETORCA,54,36,1.011,514,497,694,341,353,317,173,144
1.772,VALPARAÍSO,5,PETORCA,54,37,928,469,459,627,299,328,301,170,131
1.773,VALPARAÍSO,5,PETORCA,54,38,960,473,487,664,320,344,296,153,143
1.774,VALPARAÍSO,5,PETORCA,54,39,923,467,456,645,322,323,278,145,133
1.775,VALPARAÍSO,5,PETORCA,54,40,1.003,492,511,674,323,351,329,169,160
1.776,VALPARAÍSO,5,PETORCA,54,41,1.015,491,524,678,320,358,337,171,166
1.777,VALPARAÍSO,5,PETORCA,54,42,1.081,516,565,728,334,394,353,182,171
1.778,VALPARAÍSO,5,PETORCA,54,43,1.046,517,529,706,330,376,340,187,153
1.779,VALPARAÍSO,5,PETORCA,54,44,1.071,479,592,700,313,387,371,166,205
1.78,VALPARAÍSO,5,PETORCA,54,45,1.086,512,574,723,343,380,363,169,194
1.781,VALPARAÍSO,5,PETORCA,54,46,1.057,514,543,724,344,380,333,170,163
1.782,VALPARAÍSO,5,PETORCA,54,47,978,474,504,649,307,342,329,167,162
1.783,VALPARAÍSO,5,PETORCA,54,48,1.016,468,548,650,287,363,366,181,185
1.784,VALPARAÍSO,5,PETORCA,54,49,1.141,577,564,738,358,380,403,219,184
1.785,VALPARAÍSO,5,PETORCA,54,50,1.119,573,546,745,368,377,374,205,169
1.786,VALPARAÍSO,5,PETORCA,54,51,1.19,593,597,825,392,433,365,201,164
1.787,VALPARAÍSO,5,PETORCA,54,52,1.178,575,603,804,367,437,374,208,166
1.788,VALPARAÍSO,5,PETORCA,54,53,1.224,625,599,831,415,416,393,210,183
1.789,VALPARAÍSO,5,PETORCA,54,54,1.21,590,620,827,391,436,383,199,184
1.79,VALPARAÍSO,5,PETORCA,54,55,1.089,546,543,693,332,361,396,214,182
1.791,VALPARAÍSO,5,PETORCA,54,56,1.062,538,524,712,341,371,350,197,153
1.792,VALPARAÍSO,5,PETORCA,54,57,1.057,516,541,714,341,373,343,175,168
1.793,VALPARAÍSO,5,PETORCA,54,58,969,478,491,664,324,340,305,154,151
1.794,VALPARAÍSO,5,PETORCA,54,59,977,474,503,657,311,346,320,163,157
1.795,VALPARAÍSO,5,PETORCA,54,60,911,461,450,597,295,302,314,166,148
1.796,VALPARAÍSO,5,PETORCA,54,61,872,438,434,574,274,300,298,164,134
1.797,VALPARAÍSO,5,PETORCA,54,62,872,402,470,565,250,315,307,152,155
1.798,VALPARAÍSO,5,PETORCA,54,63,825,433,392,539,265,274,286,168,118
1.799,VALPARAÍSO,5,PETORCA,54,64,739,346,393,458,215,243,281,131,150
1.8,VALPARAÍSO,5,PETORCA,54,65,704,351,353,465,231,234,239,120,119
1.801,VALPARAÍSO,5,PETORCA,54,66,694,307,387,473,210,263,221,97,124
1.802,VALPARAÍSO,5,PETORCA,54,67,672,357,315,413,220,193,259,137,122
1.803,VALPARAÍSO,5,PETORCA,54,68,677,348,329,420,211,209,257,137,120
1.804,VALPARAÍSO,5,PETORCA,54,69,609,294,315,384,178,206,225,116,109
1.805,VALPARAÍSO,5,PETORCA,54,70,556,299,257,343,169,174,213,130,83
1.806,VALPARAÍSO,5,PETORCA,54,71,561,278,283,346,158,188,215,120,95
1.807,VALPARAÍSO,5,PETORCA,54,72,548,261,287,357,167,190,191,94,97
1.808,VALPARAÍSO,5,PETORCA,54,73,534,266,268,330,150,180,204,116,88
1.809,VALPARAÍSO,5,PETORCA,54,74,512,263,249,325,163,162,187,100,87
1.81,VALPARAÍSO,5,PETORCA,54,75,483,240,243,300,151,149,183,89,94
1.811,VALPARAÍSO,5,PETORCA,54,76,440,200,240,293,120,173,147,80,67
