ORDEN,NOMBRE REGION,CÓDIGO REGION,NOMBRE PROVINCIA,CODIGO PROVINCIA,EDAD,TOTAL POBLACIÓN EFECTIVAMENTE CENSADA,HOMBRES ,MUJERES,TOTAL ÁREA URBANA,HOMBRES ÁREA URBANA ,MUJERES ÁREA URBANA,TOTAL ÁREA RURAL,HOMBRES ÁREA RURAL,MUJERES ÁREA RURAL
260,ARICA Y PARINACOTA,15,PARINACOTA,152,55,29,18,11,13,8,5,16,10,6
261,ARICA Y PARINACOTA,15,PARINACOTA,152,56,39,27,12,17,14,3,22,13,9
262,ARICA Y PARINACOTA,15,PARINACOTA,152,57,35,29,6,19,19,0,16,10,6
263,ARICA Y PARINACOTA,15,PARINACOTA,152,58,42,24,18,19,11,8,23,13,10
264,ARICA Y PARINACOTA,15,PARINACOTA,152,59,30,17,13,10,7,3,20,10,10
265,ARICA Y PARINACOTA,15,PARINACOTA,152,60,23,12,11,8,5,3,15,7,8
266,ARICA Y PARINACOTA,15,PARINACOTA,152,61,29,17,12,10,7,3,19,10,9
267,ARICA Y PARINACOTA,15,PARINACOTA,152,62,31,20,11,12,6,6,19,14,5
268,ARICA Y PARINACOTA,15,PARINACOTA,152,63,25,16,9,8,7,1,17,9,8
269,ARICA Y PARINACOTA,15,PARINACOTA,152,64,27,14,13,7,4,3,20,10,10
270,ARICA Y PARINACOTA,15,PARINACOTA,152,65,27,13,14,7,5,2,20,8,12
271,ARICA Y PARINACOTA,15,PARINACOTA,152,66,18,11,7,3,2,1,15,9,6
272,ARICA Y PARINACOTA,15,PARINACOTA,152,67,13,7,6,4,2,2,9,5,4
273,ARICA Y PARINACOTA,15,PARINACOTA,152,68,22,13,9,7,4,3,15,9,6
274,ARICA Y PARINACOTA,15,PARINACOTA,152,69,18,10,8,3,1,2,15,9,6
275,ARICA Y PARINACOTA,15,PARINACOTA,152,70,25,13,12,5,3,2,20,10,10
276,ARICA Y PARINACOTA,15,PARINACOTA,152,71,17,8,9,8,3,5,9,5,4
277,ARICA Y PARINACOTA,15,PARINACOTA,152,72,15,12,3,1,1,0,14,11,3
278,ARICA Y PARINACOTA,15,PARINACOTA,152,73,16,4,12,2,1,1,14,3,11
279,ARICA Y PARINACOTA,15,PARINACOTA,152,74,17,8,9,5,2,3,12,6,6
280,ARICA Y PARINACOTA,15,PARINACOTA,152,75,20,10,10,5,1,4,15,9,6
281,ARICA Y PARINACOTA,15,PARINACOTA,152,76,11,5,6,3,1,2,8,4,4
282,ARICA Y PARINACOTA,15,PARINACOTA,152,77,16,9,7,9,5,4,7,4,3
283,ARICA Y PARINACOTA,15,PARINACOTA,152,78,12,6,6,3,1,2,9,5,4
284,ARICA Y PARINACOTA,15,PARINACOTA,152,79,10,7,3,3,2,1,7,5,2
285,ARICA Y PARINACOTA,15,PARINACOTA,152,80,12,4,8,1,0,1,11,4,7
286,ARICA Y PARINACOTA,15,PARINACOTA,152,81,8,7,1,1,0,1,7,7,0
287,ARICA Y PARINACOTA,15,PARINACOTA,152,82,6,2,4,2,1,1,4,1,3
288,ARICA Y PARINACOTA,15,PARINACOTA,152,83,5,0,5,1,0,1,4,0,4
289,ARICA Y PARINACOTA,15,PARINACOTA,152,84,11,6,5,5,4,1,6,2,4
290,ARICA Y PARINACOTA,15,PARINACOTA,152,85,13,5,8,3,1,2,10,4,6
291,ARICA Y PARINACOTA,15,PARINACOTA,152,86,6,3,3,2,2,0,4,1,3
292,ARICA Y PARINACOTA,15,PARINACOTA,152,87,1,0,1,0,0,0,1,0,1
293,ARICA Y PARINACOTA,15,PARINACOTA,152,88,3,2,1,0,0,0,3,2,1
294,ARICA Y PARINACOTA,15,PARINACOTA,152,89,4,2,2,1,0,1,3,2,1
295,ARICA Y PARINACOTA,15,PARINACOTA,152,90,3,1,2,1,0,1,2,1,1
296,ARICA Y PARINACOTA,15,PARINACOTA,152,91,0,0,0,0,0,0,0,0,0
297,ARICA Y PARINACOTA,15,PARINACOTA,152,92,0,0,0,0,0,0,0,0,0
298,ARICA Y PARINACOTA,15,PARINACOTA,152,93,2,1,1,0,0,0,2,1,1
299,ARICA Y PARINACOTA,15,PARINACOTA,152,94,0,0,0,0,0,0,0,0,0
300,ARICA Y PARINACOTA,15,PARINACOTA,152,95,0,0,0,0,0,0,0,0,0
301,ARICA Y PARINACOTA,15,PARINACOTA,152,96,1,1,0,1,1,0,0,0,0
302,ARICA Y PARINACOTA,15,PARINACOTA,152,97,0,0,0,0,0,0,0,0,0
303,ARICA Y PARINACOTA,15,PARINACOTA,152,98,1,0,1,0,0,0,1,0,1
304,ARICA Y PARINACOTA,15,PARINACOTA,152,99,0,0,0,0,0,0,0,0,0
305,ARICA Y PARINACOTA,15,PARINACOTA,152,100 o más,1,0,1,1,0,1,0,0,0
306,TARAPACÁ,1,IQUIQUE,11,Total Provincia,299.843,149.103,150.74,294.949,145.508,149.441,4.894,3.595,1.299
307,TARAPACÁ,1,IQUIQUE,11,0,4.595,2.341,2.254,4.57,2.327,2.243,25,14,11
308,TARAPACÁ,1,IQUIQUE,11,1,4.887,2.527,2.36,4.857,2.509,2.348,30,18,12
309,TARAPACÁ,1,IQUIQUE,11,2,4.943,2.565,2.378,4.901,2.542,2.359,42,23,19
310,TARAPACÁ,1,IQUIQUE,11,3,4.891,2.5,2.391,4.856,2.484,2.372,35,16,19
311,TARAPACÁ,1,IQUIQUE,11,4,5.054,2.618,2.436,5.014,2.595,2.419,40,23,17
312,TARAPACÁ,1,IQUIQUE,11,5,4.987,2.561,2.426,4.956,2.547,2.409,31,14,17
313,TARAPACÁ,1,IQUIQUE,11,6,5.113,2.564,2.549,5.074,2.546,2.528,39,18,21
314,TARAPACÁ,1,IQUIQUE,11,7,5.043,2.597,2.446,5.015,2.584,2.431,28,13,15
315,TARAPACÁ,1,IQUIQUE,11,8,4.888,2.557,2.331,4.852,2.538,2.314,36,19,17
316,TARAPACÁ,1,IQUIQUE,11,9,4.743,2.413,2.33,4.72,2.405,2.315,23,8,15
317,TARAPACÁ,1,IQUIQUE,11,10,4.569,2.412,2.157,4.538,2.395,2.143,31,17,14
318,TARAPACÁ,1,IQUIQUE,11,11,4.433,2.241,2.192,4.404,2.228,2.176,29,13,16
319,TARAPACÁ,1,IQUIQUE,11,12,4.393,2.247,2.146,4.365,2.23,2.135,28,17,11
320,TARAPACÁ,1,IQUIQUE,11,13,4.376,2.222,2.154,4.354,2.208,2.146,22,14,8
321,TARAPACÁ,1,IQUIQUE,11,14,4.358,2.15,2.208,4.333,2.138,2.195,25,12,13
322,TARAPACÁ,1,IQUIQUE,11,15,4.504,2.29,2.214,4.482,2.279,2.203,22,11,11
323,TARAPACÁ,1,IQUIQUE,11,16,4.613,2.422,2.191,4.577,2.403,2.174,36,19,17
324,TARAPACÁ,1,IQUIQUE,11,17,4.53,2.33,2.2,4.501,2.314,2.187,29,16,13
325,TARAPACÁ,1,IQUIQUE,11,18,4.25,2.161,2.089,4.179,2.118,2.061,71,43,28
326,TARAPACÁ,1,IQUIQUE,11,19,4.504,2.23,2.274,4.401,2.156,2.245,103,74,29
327,TARAPACÁ,1,IQUIQUE,11,20,4.641,2.337,2.304,4.515,2.24,2.275,126,97,29
328,TARAPACÁ,1,IQUIQUE,11,21,4.864,2.482,2.382,4.735,2.377,2.358,129,105,24
329,TARAPACÁ,1,IQUIQUE,11,22,4.895,2.456,2.439,4.737,2.324,2.413,158,132,26
330,TARAPACÁ,1,IQUIQUE,11,23,5.184,2.606,2.578,5.043,2.495,2.548,141,111,30
331,TARAPACÁ,1,IQUIQUE,11,24,5.341,2.743,2.598,5.182,2.616,2.566,159,127,32
332,TARAPACÁ,1,IQUIQUE,11,25,5.384,2.69,2.694,5.226,2.564,2.662,158,126,32
333,TARAPACÁ,1,IQUIQUE,11,26,5.621,2.812,2.809,5.452,2.68,2.772,169,132,37
334,TARAPACÁ,1,IQUIQUE,11,27,5.748,2.952,2.796,5.601,2.829,2.772,147,123,24
335,TARAPACÁ,1,IQUIQUE,11,28,5.44,2.753,2.687,5.302,2.646,2.656,138,107,31
336,TARAPACÁ,1,IQUIQUE,11,29,5.452,2.694,2.758,5.334,2.607,2.727,118,87,31
337,TARAPACÁ,1,IQUIQUE,11,30,5.366,2.665,2.701,5.237,2.561,2.676,129,104,25
338,TARAPACÁ,1,IQUIQUE,11,31,4.91,2.477,2.433,4.795,2.379,2.416,115,98,17
339,TARAPACÁ,1,IQUIQUE,11,32,5.037,2.511,2.526,4.913,2.417,2.496,124,94,30
340,TARAPACÁ,1,IQUIQUE,11,33,4.688,2.356,2.332,4.577,2.268,2.309,111,88,23
341,TARAPACÁ,1,IQUIQUE,11,34,5.02,2.455,2.565,4.914,2.365,2.549,106,90,16
342,TARAPACÁ,1,IQUIQUE,11,35,5.056,2.448,2.608,4.931,2.341,2.59,125,107,18
343,TARAPACÁ,1,IQUIQUE,11,36,4.798,2.365,2.433,4.673,2.265,2.408,125,100,25
344,TARAPACÁ,1,IQUIQUE,11,37,4.51,2.214,2.296,4.406,2.128,2.278,104,86,18
345,TARAPACÁ,1,IQUIQUE,11,38,4.262,2.124,2.138,4.155,2.042,2.113,107,82,25
346,TARAPACÁ,1,IQUIQUE,11,39,4.206,2.043,2.163,4.132,1.982,2.15,74,61,13
347,TARAPACÁ,1,IQUIQUE,11,40,4.235,2.104,2.131,4.169,2.055,2.114,66,49,17
348,TARAPACÁ,1,IQUIQUE,11,41,4.016,1.988,2.028,3.933,1.917,2.016,83,71,12
349,TARAPACÁ,1,IQUIQUE,11,42,3.999,1.958,2.041,3.936,1.905,2.031,63,53,10
350,TARAPACÁ,1,IQUIQUE,11,43,4.006,1.945,2.061,3.927,1.88,2.047,79,65,14
351,TARAPACÁ,1,IQUIQUE,11,44,4.023,1.96,2.063,3.959,1.909,2.05,64,51,13
352,TARAPACÁ,1,IQUIQUE,11,45,3.836,1.815,2.021,3.778,1.778,2,58,37,21
353,TARAPACÁ,1,IQUIQUE,11,46,3.781,1.834,1.947,3.716,1.792,1.924,65,42,23
354,TARAPACÁ,1,IQUIQUE,11,47,3.523,1.707,1.816,3.475,1.674,1.801,48,33,15
355,TARAPACÁ,1,IQUIQUE,11,48,3.469,1.72,1.749,3.408,1.676,1.732,61,44,17
356,TARAPACÁ,1,IQUIQUE,11,49,3.459,1.707,1.752,3.399,1.664,1.735,60,43,17
357,TARAPACÁ,1,IQUIQUE,11,50,3.461,1.704,1.757,3.399,1.665,1.734,62,39,23
358,TARAPACÁ,1,IQUIQUE,11,51,3.478,1.723,1.755,3.41,1.671,1.739,68,52,16
359,TARAPACÁ,1,IQUIQUE,11,52,3.519,1.769,1.75,3.461,1.736,1.725,58,33,25
360,TARAPACÁ,1,IQUIQUE,11,53,3.475,1.67,1.805,3.406,1.624,1.782,69,46,23
361,TARAPACÁ,1,IQUIQUE,11,54,3.564,1.74,1.824,3.505,1.691,1.814,59,49,10
362,TARAPACÁ,1,IQUIQUE,11,55,3.195,1.517,1.678,3.14,1.481,1.659,55,36,19
363,TARAPACÁ,1,IQUIQUE,11,56,3.199,1.535,1.664,3.163,1.514,1.649,36,21,15
364,TARAPACÁ,1,IQUIQUE,11,57,2.979,1.447,1.532,2.925,1.415,1.51,54,32,22
365,TARAPACÁ,1,IQUIQUE,11,58,2.884,1.437,1.447,2.837,1.403,1.434,47,34,13
366,TARAPACÁ,1,IQUIQUE,11,59,2.776,1.369,1.407,2.736,1.345,1.391,40,24,16
367,TARAPACÁ,1,IQUIQUE,11,60,2.827,1.421,1.406,2.8,1.402,1.398,27,19,8
368,TARAPACÁ,1,IQUIQUE,11,61,2.687,1.325,1.362,2.655,1.301,1.354,32,24,8
369,TARAPACÁ,1,IQUIQUE,11,62,2.494,1.271,1.223,2.453,1.242,1.211,41,29,12
370,TARAPACÁ,1,IQUIQUE,11,63,2.36,1.198,1.162,2.331,1.174,1.157,29,24,5
371,TARAPACÁ,1,IQUIQUE,11,64,2.155,1.053,1.102,2.119,1.026,1.093,36,27,9
372,TARAPACÁ,1,IQUIQUE,11,65,1.891,920,971,1.858,903,955,33,17,16
373,TARAPACÁ,1,IQUIQUE,11,66,1.854,916,938,1.83,899,931,24,17,7
374,TARAPACÁ,1,IQUIQUE,11,67,1.694,803,891,1.667,784,883,27,19,8
375,TARAPACÁ,1,IQUIQUE,11,68,1.53,726,804,1.512,716,796,18,10,8
376,TARAPACÁ,1,IQUIQUE,11,69,1.496,727,769,1.482,719,763,14,8,6
377,TARAPACÁ,1,IQUIQUE,11,70,1.386,708,678,1.37,698,672,16,10,6
378,TARAPACÁ,1,IQUIQUE,11,71,1.21,535,675,1.197,526,671,13,9,4
379,TARAPACÁ,1,IQUIQUE,11,72,1.142,562,580,1.128,550,578,14,12,2
380,TARAPACÁ,1,IQUIQUE,11,73,1.107,527,580,1.096,518,578,11,9,2
381,TARAPACÁ,1,IQUIQUE,11,74,980,465,515,965,454,511,15,11,4
382,TARAPACÁ,1,IQUIQUE,11,75,809,354,455,798,349,449,11,5,6
383,TARAPACÁ,1,IQUIQUE,11,76,816,350,466,802,342,460,14,8,6
384,TARAPACÁ,1,IQUIQUE,11,77,715,305,410,710,301,409,5,4,1
385,TARAPACÁ,1,IQUIQUE,11,78,631,261,370,622,255,367,9,6,3
386,TARAPACÁ,1,IQUIQUE,11,79,566,243,323,562,240,322,4,3,1
387,TARAPACÁ,1,IQUIQUE,11,80,550,231,319,545,228,317,5,3,2
388,TARAPACÁ,1,IQUIQUE,11,81,496,198,298,494,197,297,2,1,1
389,TARAPACÁ,1,IQUIQUE,11,82,464,175,289,458,171,287,6,4,2
390,TARAPACÁ,1,IQUIQUE,11,83,411,156,255,410,155,255,1,1,0
391,TARAPACÁ,1,IQUIQUE,11,84,351,129,222,350,128,222,1,1,0
392,TARAPACÁ,1,IQUIQUE,11,85,346,126,220,346,126,220,0,0,0
393,TARAPACÁ,1,IQUIQUE,11,86,335,130,205,334,130,204,1,0,1
394,TARAPACÁ,1,IQUIQUE,11,87,313,106,207,313,106,207,0,0,0
395,TARAPACÁ,1,IQUIQUE,11,88,242,86,156,242,86,156,0,0,0
396,TARAPACÁ,1,IQUIQUE,11,89,213,67,146,213,67,146,0,0,0
397,TARAPACÁ,1,IQUIQUE,11,90,170,52,118,170,52,118,0,0,0
398,TARAPACÁ,1,IQUIQUE,11,91,144,40,104,143,39,104,1,1,0
399,TARAPACÁ,1,IQUIQUE,11,92,139,43,96,138,43,95,1,0,1
400,TARAPACÁ,1,IQUIQUE,11,93,84,28,56,84,28,56,0,0,0
401,TARAPACÁ,1,IQUIQUE,11,94,71,23,48,71,23,48,0,0,0
402,TARAPACÁ,1,IQUIQUE,11,95,40,8,32,40,8,32,0,0,0
403,TARAPACÁ,1,IQUIQUE,11,96,40,9,31,40,9,31,0,0,0
404,TARAPACÁ,1,IQUIQUE,11,97,32,11,21,32,11,21,0,0,0
405,TARAPACÁ,1,IQUIQUE,11,98,18,7,11,18,7,11,0,0,0
406,TARAPACÁ,1,IQUIQUE,11,99,15,4,11,15,4,11,0,0,0
407,TARAPACÁ,1,IQUIQUE,11,100 o más,45,24,21,45,24,21,0,0,0
408,TARAPACÁ,1,DEL TAMARUGAL,14,Total Provincia,30.715,18.69,12.025,15.116,7.863,7.253,15.599,10.827,4.772
409,TARAPACÁ,1,DEL TAMARUGAL,14,0,377,175,202,244,112,132,133,63,70
410,TARAPACÁ,1,DEL TAMARUGAL,14,1,420,218,202,297,151,146,123,67,56
411,TARAPACÁ,1,DEL TAMARUGAL,14,2,409,201,208,267,130,137,142,71,71
412,TARAPACÁ,1,DEL TAMARUGAL,14,3,405,199,206,263,128,135,142,71,71
413,TARAPACÁ,1,DEL TAMARUGAL,14,4,411,209,202,265,136,129,146,73,73
414,TARAPACÁ,1,DEL TAMARUGAL,14,5,418,196,222,289,139,150,129,57,72
415,TARAPACÁ,1,DEL TAMARUGAL,14,6,409,206,203,270,143,127,139,63,76
416,TARAPACÁ,1,DEL TAMARUGAL,14,7,429,219,210,284,148,136,145,71,74
417,TARAPACÁ,1,DEL TAMARUGAL,14,8,412,222,190,283,155,128,129,67,62
418,TARAPACÁ,1,DEL TAMARUGAL,14,9,437,237,200,298,161,137,139,76,63
419,TARAPACÁ,1,DEL TAMARUGAL,14,10,358,156,202,232,103,129,126,53,73
420,TARAPACÁ,1,DEL TAMARUGAL,14,11,390,211,179,279,155,124,111,56,55
421,TARAPACÁ,1,DEL TAMARUGAL,14,12,383,191,192,252,131,121,131,60,71
422,TARAPACÁ,1,DEL TAMARUGAL,14,13,336,173,163,242,128,114,94,45,49
423,TARAPACÁ,1,DEL TAMARUGAL,14,14,336,156,180,223,98,125,113,58,55
424,TARAPACÁ,1,DEL TAMARUGAL,14,15,333,179,154,229,120,109,104,59,45
425,TARAPACÁ,1,DEL TAMARUGAL,14,16,306,147,159,213,94,119,93,53,40
426,TARAPACÁ,1,DEL TAMARUGAL,14,17,455,263,192,307,172,135,148,91,57
427,TARAPACÁ,1,DEL TAMARUGAL,14,18,545,348,197,357,219,138,188,129,59
428,TARAPACÁ,1,DEL TAMARUGAL,14,19,435,282,153,274,185,89,161,97,64
429,TARAPACÁ,1,DEL TAMARUGAL,14,20,425,265,160,276,171,105,149,94,55
430,TARAPACÁ,1,DEL TAMARUGAL,14,21,450,283,167,300,183,117,150,100,50
431,TARAPACÁ,1,DEL TAMARUGAL,14,22,422,246,176,256,140,116,166,106,60
432,TARAPACÁ,1,DEL TAMARUGAL,14,23,391,251,140,217,128,89,174,123,51
433,TARAPACÁ,1,DEL TAMARUGAL,14,24,425,248,177,219,112,107,206,136,70
434,TARAPACÁ,1,DEL TAMARUGAL,14,25,536,309,227,270,124,146,266,185,81
435,TARAPACÁ,1,DEL TAMARUGAL,14,26,559,360,199,275,153,122,284,207,77
436,TARAPACÁ,1,DEL TAMARUGAL,14,27,586,369,217,272,130,142,314,239,75
437,TARAPACÁ,1,DEL TAMARUGAL,14,28,596,374,222,269,135,134,327,239,88
438,TARAPACÁ,1,DEL TAMARUGAL,14,29,608,407,201,257,133,124,351,274,77
439,TARAPACÁ,1,DEL TAMARUGAL,14,30,590,372,218,262,125,137,328,247,81
440,TARAPACÁ,1,DEL TAMARUGAL,14,31,625,401,224,268,137,131,357,264,93
441,TARAPACÁ,1,DEL TAMARUGAL,14,32,568,388,180,234,123,111,334,265,69
442,TARAPACÁ,1,DEL TAMARUGAL,14,33,594,416,178,226,119,107,368,297,71
443,TARAPACÁ,1,DEL TAMARUGAL,14,34,569,390,179,211,108,103,358,282,76
444,TARAPACÁ,1,DEL TAMARUGAL,14,35,630,422,208,236,122,114,394,300,94
445,TARAPACÁ,1,DEL TAMARUGAL,14,36,611,421,190,222,110,112,389,311,78
446,TARAPACÁ,1,DEL TAMARUGAL,14,37,505,347,158,184,91,93,321,256,65
447,TARAPACÁ,1,DEL TAMARUGAL,14,38,487,342,145,169,92,77,318,250,68
448,TARAPACÁ,1,DEL TAMARUGAL,14,39,498,335,163,187,92,95,311,243,68
449,TARAPACÁ,1,DEL TAMARUGAL,14,40,482,342,140,175,96,79,307,246,61
450,TARAPACÁ,1,DEL TAMARUGAL,14,41,501,330,171,183,80,103,318,250,68
451,TARAPACÁ,1,DEL TAMARUGAL,14,42,480,334,146,190,93,97,290,241,49
452,TARAPACÁ,1,DEL TAMARUGAL,14,43,549,383,166,209,110,99,340,273,67
453,TARAPACÁ,1,DEL TAMARUGAL,14,44,495,360,135,189,99,90,306,261,45
454,TARAPACÁ,1,DEL TAMARUGAL,14,45,473,334,139,152,66,86,321,268,53
455,TARAPACÁ,1,DEL TAMARUGAL,14,46,488,314,174,189,88,101,299,226,73
456,TARAPACÁ,1,DEL TAMARUGAL,14,47,426,292,134,144,69,75,282,223,59
457,TARAPACÁ,1,DEL TAMARUGAL,14,48,407,284,123,172,103,69,235,181,54
458,TARAPACÁ,1,DEL TAMARUGAL,14,49,374,258,116,135,77,58,239,181,58
459,TARAPACÁ,1,DEL TAMARUGAL,14,50,398,262,136,155,79,76,243,183,60
460,TARAPACÁ,1,DEL TAMARUGAL,14,51,392,276,116,160,92,68,232,184,48
461,TARAPACÁ,1,DEL TAMARUGAL,14,52,358,227,131,149,76,73,209,151,58
462,TARAPACÁ,1,DEL TAMARUGAL,14,53,356,231,125,145,77,68,211,154,57
463,TARAPACÁ,1,DEL TAMARUGAL,14,54,367,250,117,148,91,57,219,159,60
464,TARAPACÁ,1,DEL TAMARUGAL,14,55,339,222,117,138,79,59,201,143,58
465,TARAPACÁ,1,DEL TAMARUGAL,14,56,347,207,140,133,67,66,214,140,74
466,TARAPACÁ,1,DEL TAMARUGAL,14,57,309,192,117,117,58,59,192,134,58
467,TARAPACÁ,1,DEL TAMARUGAL,14,58,290,174,116,136,69,67,154,105,49
468,TARAPACÁ,1,DEL TAMARUGAL,14,59,293,174,119,132,64,68,161,110,51
469,TARAPACÁ,1,DEL TAMARUGAL,14,60,296,176,120,118,57,61,178,119,59
470,TARAPACÁ,1,DEL TAMARUGAL,14,61,248,144,104,119,57,62,129,87,42
471,TARAPACÁ,1,DEL TAMARUGAL,14,62,267,150,117,135,65,70,132,85,47
472,TARAPACÁ,1,DEL TAMARUGAL,14,63,258,154,104,125,71,54,133,83,50
473,TARAPACÁ,1,DEL TAMARUGAL,14,64,218,117,101,113,58,55,105,59,46
474,TARAPACÁ,1,DEL TAMARUGAL,14,65,199,112,87,85,43,42,114,69,45
475,TARAPACÁ,1,DEL TAMARUGAL,14,66,212,105,107,97,45,52,115,60,55
476,TARAPACÁ,1,DEL TAMARUGAL,14,67,165,100,65,76,44,32,89,56,33
477,TARAPACÁ,1,DEL TAMARUGAL,14,68,167,85,82,78,39,39,89,46,43
478,TARAPACÁ,1,DEL TAMARUGAL,14,69,140,76,64,63,30,33,77,46,31
479,TARAPACÁ,1,DEL TAMARUGAL,14,70,159,90,69,66,39,27,93,51,42
480,TARAPACÁ,1,DEL TAMARUGAL,14,71,154,82,72,70,38,32,84,44,40
481,TARAPACÁ,1,DEL TAMARUGAL,14,72,136,69,67,59,28,31,77,41,36
482,TARAPACÁ,1,DEL TAMARUGAL,14,73,145,93,52,66,43,23,79,50,29
483,TARAPACÁ,1,DEL TAMARUGAL,14,74,108,56,52,40,21,19,68,35,33
484,TARAPACÁ,1,DEL TAMARUGAL,14,75,121,69,52,53,28,25,68,41,27
485,TARAPACÁ,1,DEL TAMARUGAL,14,76,104,49,55,51,23,28,53,26,27
486,TARAPACÁ,1,DEL TAMARUGAL,14,77,113,57,56,51,27,24,62,30,32
487,TARAPACÁ,1,DEL TAMARUGAL,14,78,83,41,42,32,17,15,51,24,27
488,TARAPACÁ,1,DEL TAMARUGAL,14,79,64,33,31,34,12,22,30,21,9
489,TARAPACÁ,1,DEL TAMARUGAL,14,80,59,17,42,28,8,20,31,9,22
490,TARAPACÁ,1,DEL TAMARUGAL,14,81,75,36,39,40,15,25,35,21,14
491,TARAPACÁ,1,DEL TAMARUGAL,14,82,66,33,33,22,11,11,44,22,22
492,TARAPACÁ,1,DEL TAMARUGAL,14,83,56,33,23,23,13,10,33,20,13
493,TARAPACÁ,1,DEL TAMARUGAL,14,84,39,18,21,18,8,10,21,10,11
494,TARAPACÁ,1,DEL TAMARUGAL,14,85,44,22,22,26,13,13,18,9,9
495,TARAPACÁ,1,DEL TAMARUGAL,14,86,35,19,16,16,8,8,19,11,8
496,TARAPACÁ,1,DEL TAMARUGAL,14,87,33,16,17,13,5,8,20,11,9
497,TARAPACÁ,1,DEL TAMARUGAL,14,88,24,10,14,11,4,7,13,6,7
498,TARAPACÁ,1,DEL TAMARUGAL,14,89,26,7,19,18,4,14,8,3,5
499,TARAPACÁ,1,DEL TAMARUGAL,14,90,15,6,9,6,3,3,9,3,6
500,TARAPACÁ,1,DEL TAMARUGAL,14,91,17,6,11,11,6,5,6,0,6
501,TARAPACÁ,1,DEL TAMARUGAL,14,92,21,11,10,10,6,4,11,5,6
502,TARAPACÁ,1,DEL TAMARUGAL,14,93,6,4,2,1,1,0,5,3,2
503,TARAPACÁ,1,DEL TAMARUGAL,14,94,9,3,6,2,0,2,7,3,4
504,TARAPACÁ,1,DEL TAMARUGAL,14,95,7,4,3,4,3,1,3,1,2
505,TARAPACÁ,1,DEL TAMARUGAL,14,96,8,2,6,3,0,3,5,2,3
506,TARAPACÁ,1,DEL TAMARUGAL,14,97,3,1,2,0,0,0,3,1,2
507,TARAPACÁ,1,DEL TAMARUGAL,14,98,2,0,2,1,0,1,1,0,1
508,TARAPACÁ,1,DEL TAMARUGAL,14,99,3,1,2,2,1,1,1,0,1
509,TARAPACÁ,1,DEL TAMARUGAL,14,100 o más,7,3,4,1,0,1,6,3,3
510,ANTOFAGASTA,2,ANTOFAGASTA,21,Total Provincia,398.843,206.024,192.819,378.181,188.345,189.836,20.662,17.679,2.983
511,ANTOFAGASTA,2,ANTOFAGASTA,21,0,5.08,2.586,2.494,5.036,2.566,2.47,44,20,24
512,ANTOFAGASTA,2,ANTOFAGASTA,21,1,5.46,2.77,2.69,5.406,2.74,2.666,54,30,24
513,ANTOFAGASTA,2,ANTOFAGASTA,21,2,5.566,2.834,2.732,5.515,2.815,2.7,51,19,32
514,ANTOFAGASTA,2,ANTOFAGASTA,21,3,5.467,2.78,2.687,5.415,2.754,2.661,52,26,26
515,ANTOFAGASTA,2,ANTOFAGASTA,21,4,5.559,2.832,2.727,5.502,2.801,2.701,57,31,26
516,ANTOFAGASTA,2,ANTOFAGASTA,21,5,5.552,2.814,2.738,5.499,2.787,2.712,53,27,26
517,ANTOFAGASTA,2,ANTOFAGASTA,21,6,5.846,2.998,2.848,5.794,2.965,2.829,52,33,19
518,ANTOFAGASTA,2,ANTOFAGASTA,21,7,5.899,3.022,2.877,5.845,2.99,2.855,54,32,22
519,ANTOFAGASTA,2,ANTOFAGASTA,21,8,5.657,2.863,2.794,5.605,2.836,2.769,52,27,25
520,ANTOFAGASTA,2,ANTOFAGASTA,21,9,5.646,2.931,2.715,5.587,2.902,2.685,59,29,30
521,ANTOFAGASTA,2,ANTOFAGASTA,21,10,5.493,2.814,2.679,5.442,2.787,2.655,51,27,24
522,ANTOFAGASTA,2,ANTOFAGASTA,21,11,5.264,2.739,2.525,5.222,2.723,2.499,42,16,26
523,ANTOFAGASTA,2,ANTOFAGASTA,21,12,5.122,2.546,2.576,5.081,2.524,2.557,41,22,19
524,ANTOFAGASTA,2,ANTOFAGASTA,21,13,5.125,2.626,2.499,5.08,2.598,2.482,45,28,17
525,ANTOFAGASTA,2,ANTOFAGASTA,21,14,5.312,2.691,2.621,5.273,2.668,2.605,39,23,16
526,ANTOFAGASTA,2,ANTOFAGASTA,21,15,5.419,2.822,2.597,5.38,2.806,2.574,39,16,23
527,ANTOFAGASTA,2,ANTOFAGASTA,21,16,5.445,2.766,2.679,5.411,2.747,2.664,34,19,15
528,ANTOFAGASTA,2,ANTOFAGASTA,21,17,5.72,2.998,2.722,5.677,2.976,2.701,43,22,21
529,ANTOFAGASTA,2,ANTOFAGASTA,21,18,6.036,3.093,2.943,5.964,3.049,2.915,72,44,28
530,ANTOFAGASTA,2,ANTOFAGASTA,21,19,6.31,3.337,2.973,6.194,3.259,2.935,116,78,38
531,ANTOFAGASTA,2,ANTOFAGASTA,21,20,6.897,3.626,3.271,6.74,3.498,3.242,157,128,29
532,ANTOFAGASTA,2,ANTOFAGASTA,21,21,6.901,3.527,3.374,6.696,3.36,3.336,205,167,38
533,ANTOFAGASTA,2,ANTOFAGASTA,21,22,7.136,3.712,3.424,6.839,3.473,3.366,297,239,58
534,ANTOFAGASTA,2,ANTOFAGASTA,21,23,7.155,3.711,3.444,6.861,3.462,3.399,294,249,45
